institution;indicator;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observE 2010;taux attendu 2010;SMR 2010;nombre de cas 2010
Clinique de la Plaine;F.2.4.F OP en cas d'anEvrisme de l'aorte thoracique ou thoraco≠abdominale (sans valve aortique);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.2.5.M AnEvrisme de l'aorte avec rupture, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3 OpErations des artËres du bassin et des jambes; ; ; ; ; ; ; ; 
Clinique de la Plaine;F.3.1.F Total des OP des artËres du bassin/des jambes;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.2.M OP des artËres du bassin/des jambes en cas de claudication, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.3.M OP des artËres du bassin/des jambes en cas de douleurs au repos, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.4.M OP des artËres du bassin/des jambes en cas d'ulcEration ou de gangrËne, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.5.M OP des artËres du bassin/des jambes en cas d'embolie/de thrombose des artËres, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.6.M OP des artËres du bassin/des jambes en cas de complications dues ‡ des prothËses/implants, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.7.M OP des artËres du bassin/des jambes en cas d'anEvrisme/de dissection, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.8.F OP des artËres du bassin/des jambes combinEe ‡ une OP de l'aorte;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.3.9.F OP des artËres du bassin/des jambes en cas d'autre diagnostic complexe;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.4 Amputations; ; ; ; ; ; ; ; 
Clinique de la Plaine;F.4.1.M Amputation non traumatique au niveau du pied, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;F.4.2.M Amputation non traumatique de membre infErieur, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G GynEcologie et obstEtrique; ; ; ; ; ; ; ; 
Clinique de la Plaine;G.1 Accouchements; ; ; ; ; ; ; ; 
Clinique de la Plaine;G.1.1.F Accouchements hospitaliers;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.1.1.P Accouchements hospitaliers contribuant au dEcËs de la mËre, poucentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.1.2.P Accouchements par voie vaginale avec rupture pErinEale du 3Ëme et 4Ëme degrE, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.1.3.P Accouchements par voie vaginale avec Episiotomie, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.1.4.P CEsariennes, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2 Nouveau≠nEs; ; ; ; ; ; ; ; 
Clinique de la Plaine;G.2.1.F Nouveau≠nEs <1250 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.2.F Nouveau≠nEs <1250 g, transfErE díun autre hÙpital;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.3.F Nouveau≠nEs <500 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.4.F Nouveau≠nEs 500-749 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.5.F Nouveau≠nEs 750-999 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.6.F Nouveau≠nEs 1000-1249 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.7.F Nouveau≠nEs 1250-1499 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.8.F Nouveau≠nEs 1500-2499 g;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.2.9.F Nouveau≠nEs >2499 g ou sans indication de poids;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.3 Ablation de líutErus pour affections bEnignes (hystErectomie); ; ; ; ; ; ; ; 
Clinique de la Plaine;G.3.1.M HystErectomie pour affections bEnignes, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.3.2.P HystErectomies laparoscopiques/vaginales, sans plastie, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.4 Cancer du sein; ; ; ; ; ; ; ; 
Clinique de la Plaine;G.4.1.F Traitements hospitaliers en cas de cancer du sein;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.5 Interventions du sein; ; ; ; ; ; ; ; 
Clinique de la Plaine;G.5.1.F Total des interventions du sein (rEsections et plasties mammaires);NaN;NaN;NaN;59;NaN;NaN;NaN;62
Clinique de la Plaine;G.5.2.F REsections mammaires en cas de cancer du sein;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;G.5.3.P REsections partielles en cas de cancer du sein, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H Maladies des voies urinaires et des organes gEnitaux masculins; ; ; ; ; ; ; ; 
Clinique de la Plaine;H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle); ; ; ; ; ; ; ; 
Clinique de la Plaine;H.1.1.M NEphrectomie totale, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.1.2.P OP laparoscopique en cas de nEphrectomie totale, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.1.3.P NEphrectomie partielle, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.1.3.M NEphrectomie partielle, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.1.4.P OP laparoscopique en cas de nEphrectomie partielle, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.2 Calculs rEnaux; ; ; ; ; ; ; ; 
Clinique de la Plaine;H.2.1.F DP calculs rEnaux;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.2.2.P Intervention pour extraction des calculs en cas de DP calculs rEnaux, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.3 OpErations de la vessie; ; ; ; ; ; ; ; 
Clinique de la Plaine;H.3.1.F DP tumeur maligne de la vessie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.3.2.F Total des RTU de vessie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.3.3.F RTU de vessie en cas de tumeur maligne;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.3.4.P RTU en cas de tumeur maligne avec instillation de mEdicaments chimiothErapeutiques dans la vessie, pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.3.5.M Ablation de la vessie (cystectomie), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.4 REsection prostatique transurEtrale (TURP); ; ; ; ; ; ; ; 
Clinique de la Plaine;H.4.1.M RTU de prostate, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.5 Carcinome de la prostate; ; ; ; ; ; ; ; 
Clinique de la Plaine;H.5.1.F Carcinome de la prostate (DP ou DS);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;H.5.2.M ProstatovEsiculectomie radicale, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I Affections orthopEdiques et traumatologiques; ; ; ; ; ; ; ; 
Clinique de la Plaine;I.1 Remplacement de l'articulation, endoprothËse totale (EPT); ; ; ; ; ; ; ; 
Clinique de la Plaine;I.1.1.M PremiËre implantation d'EPT de hanche (pas en cas de fracture), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.1.2.M Changement d'EPT de hanche et changement de composants, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.1.3.M PremiËre implantation d'EPT de genou, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.1.4.M Changement d'EPT de genou, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.1.5.M EPT de hanche ou de genou aprËs chirurgie tumorale, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.2 OpErations de la colonne vertEbrale; ; ; ; ; ; ; ; 
Clinique de la Plaine;I.2.1.F Total des OP de la colonne vertEbrale;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.2.2.M Discectomie (sans accident, tumeur, OP complexe de la colonne vertEbrale), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3 Fractures mEtaphysaires de la hanche; ; ; ; ; ; ; ; 
Clinique de la Plaine;I.3.1.M Fractures du col du fEmur (‚ge >19), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.2.M Fractures du col du fEmur, ‚ge 20-59, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.3.M Fractures du col du fEmur, ‚ge 60-69, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.4.M Fractures du col du fEmur, ‚ge 70-79, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.5.M Fractures du col du fEmur, ‚ge 80-84, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.6.M Fractures du col du fEmur, ‚ge 85-89, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.7.M Fractures du col du fEmur, ‚ge >89, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;I.3.8.M Fracture du trochanter (‚ge >19), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;J Affections complexes, hEtErogËnes (indicateur pour peer review); ; ; ; ; ; ; ; 
Clinique de la Plaine;J.1 Respiration artificielle; ; ; ; ; ; ; ; 
Clinique de la Plaine;J.1.1.M Cas de respiration artificielle >95 h (‡ líexclusion des nouveau≠nEs), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Clinique de la Plaine;J.2 Etats septiques; ; ; ; ; ; ; ; 
Clinique de la Plaine;J.2.1.M DP Etats septiques, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Institution;Indikator;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009;beobachtete Rate 2010;erwartete Rate 2010;SMR 2010;Fallzahl 2010
Privatklinik Piano;A Erkrankungen des Herzens; ; ; ; ; ; ; ; 
Privatklinik Piano;A.1 Herzinfarkt; ; ; ; ; ; ; ; 
Privatklinik Piano;A.1.1.M HD Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.5.M HD Herzinfarkt, Alter >84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargef‰ssen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen nicht weiter verlegt, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; 
Privatklinik Piano;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; 
Privatklinik Piano;A.3.1.F F‰lle mit LHK mit Koronardiagnostik/≠intervention insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.3.2.M F‰lle mit LHK bei Herzinfarkt (Alter >19), ohne OP am Herzen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.3.4.M F‰lle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.3.6.F F‰lle mit LHK bei Kindern und Jugendlichen (Alter <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.4 Herzrhythmusstˆrungen; ; ; ; ; ; ; ; 
Privatklinik Piano;A.4.1.F HD Herzrhythmusstˆrungen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; 
Privatklinik Piano;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.5.2.F Implantation oder Wechsel eines Defibrillators;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.6 Ablative Therapie; ; ; ; ; ; ; ; 
Privatklinik Piano;A.6.1.F Kathetergest¸tzte ablative Therapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.6.2.F Chirurgisch ablative Therapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7 Operationen am Herzen; ; ; ; ; ; ; ; 
Privatklinik Piano;A.7.1.F OP am Herzen insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.2.F OP an Herzklappen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.3.F OP an Koronargef‰ssen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.4.F Andere OP am Herzen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.5.F Kombinierte OP am Herzen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.6.F OP am Herzen bei Kindern und Jugendlichen (Alter <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.11.M OP nur an Koronargef‰ssen bei Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.12.M OP nur an Koronargef‰ssen ohne Herzinfarkt (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.13.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 20-49, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.14.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 50-59, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.15.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 60-69, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.16.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter 70-79, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.17.M OP nur an Koronargef‰ssen ohne Herzinfarkt, Alter >79, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;A.7.18.P Anteil Beatmungsf‰lle >95 h bei OP nur an Koronargef‰ssen ohne Herzinfarkt (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1 Schlaganfall; ; ; ; ; ; ; ; 
Privatklinik Piano;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.6.P Anteil Schlaganf‰lle mit Stroke Unit Behandlung (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.7.M Hirninfarkt (ICD≠10 I63, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.8.M Hirninfarkt (ICD≠10 I63, Alter >19), Direktaufnahmen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.9.P Anteil Hirninfarkt (ICD≠10 I63, Alter >19) mit systemischer Thrombolyse;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.9.M Hirninfarkt (ICD≠10 I63, Alter >19) mit systemischer Thrombolyse, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.10.M Intrazerebrale Blutung (ICD≠10 I61, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.11.M Subarachnoidalblutung (ICD≠10 I60, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD≠10 I64, Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.1.12.M Schlaganfall n.n.bez. (ICD≠10 I64, Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.2 Transitorisch isch‰mische Attacke (TIA); ; ; ; ; ; ; ; 
Privatklinik Piano;B.2.1.M TIA, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;C Geriatrische Fr¸hrehablitation; ; ; ; ; ; ; ; 
Privatklinik Piano;C.1 Geriatrische Fr¸hrehabilitation; ; ; ; ; ; ; ; 
Privatklinik Piano;C.1.1.F Geriatrische Fr¸hrehabilitation;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D Erkrankungen der Lunge; ; ; ; ; ; ; ; 
Privatklinik Piano;D.1 Lungenentz¸ndung (Pneumonie); ; ; ; ; ; ; ; 
Privatklinik Piano;D.1.1.M HD Pneumonie, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.2.M HD Pneumonie, Alter <20, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.3.M HD Pneumonie, Alter 20-44, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.4.M HD Pneumonie, Alter 45-64, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.5.M HD Pneumonie, Alter 65-84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.6.M HD Pneumonie, Alter >84, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.7.M HD Pneumonie, Alter 1-19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.1.8.M HD Pneumonie, Alter >19, ohne Tumor oder Mukoviszidose, Direktaufnahmen, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; 
Privatklinik Piano;D.2.1.M COPD (Alter >19), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2.2.M COPD (Alter >19) mit FEV1 <35%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2.3.M COPD (Alter >19) mit FEV1 35-49%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2.4.M COPD (Alter >19) mit FEV1 50-69%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2.5.M COPD (Alter >19) mit FEV1 >69%, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez., Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.3 Lungenkrebs; ; ; ; ; ; ; ; 
Privatklinik Piano;D.3.1.F Station‰re Behandlungen bei Lungenkrebs;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; 
Privatklinik Piano;D.4.1.M Grˆssere Resektionen von Lunge oder Bronchien insgesamt, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.4.2.M Pneumonektomie bei Bronchialkarzinom, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie); ; ; ; ; ; ; ; 
Privatklinik Piano;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; 
Privatklinik Piano;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.2 Hernienoperationen; ; ; ; ; ; ; ; 
Privatklinik Piano;E.2.1.M Herniotomie ohne OP am Darm, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Privatklinik Piano;E.2.2.M Herniotomie mit OP am Darm, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.3 Eingriffe an der Schilddr¸se; ; ; ; ; ; ; ; 
Privatklinik Piano;E.3.1.F Resektion der Schilddr¸se;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.3.2.P Anteil Beatmungsf‰lle >95 h bei Resektion der Schilddr¸se;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.3.3.F Radiojodtherapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; 
Privatklinik Piano;E.4.1.M Kolorektale Resektionen insgesamt, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.4.M Rektumresektionen bei kolorektalem Karzinom, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.5.M Kolorektale Resektionen, bei Divertikel ohne Abszess/Perforation, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.6.M Kolorektale Resektionen, bei Divertikel mit Abszess/Perforation, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.7.M Kolorektale Resektionen bei Darmisch‰mie, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Privatklinik Piano;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;NaN;NaN;NaN;0;NaN;NaN;NaN;0
