hospital_indicator,observed_rate_2013,expected_rate_2013,SMR_2013,number_of_cases_2013
Maison de naissance Les Cigognes I Affections orthopEdiques et traumatologiques, , , , 
"Maison de naissance Les Cigognes I.1 Remplacement de líarticulation, endoprothËse", , , , 
Maison de naissance Les Cigognes I.1.1.M,,,,0
Maison de naissance Les Cigognes I.1.2.M,,,,0
Maison de naissance Les Cigognes I.1.3.M,,,,0
Maison de naissance Les Cigognes I.1.4.M,,,,0
Maison de naissance Les Cigognes I.1.5.M,,,,0
Maison de naissance Les Cigognes I.1.6.M,,,,0
Maison de naissance Les Cigognes I.1.7.M,,,,0
Maison de naissance Les Cigognes I.2 OpErations de la colonne vertEbrale, , , , 
Maison de naissance Les Cigognes I.2.1.F,,,,0
Maison de naissance Les Cigognes I.2.2.M,,,,0
Maison de naissance Les Cigognes I.3 Fractures mEtaphysaires de la hanche, , , , 
Maison de naissance Les Cigognes I.3.1.M,,,,0
Maison de naissance Les Cigognes I.3.2.M,,,,0
Maison de naissance Les Cigognes I.3.3.M,,,,0
Maison de naissance Les Cigognes I.3.4.M,,,,0
Maison de naissance Les Cigognes I.3.5.M,,,,0
Maison de naissance Les Cigognes I.3.6.M,,,,0
Maison de naissance Les Cigognes I.3.7.M,,,,0
Maison de naissance Les Cigognes I.3.8.M,,,,0
"Maison de naissance Les Cigognes J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Maison de naissance Les Cigognes J.1 Respiration artificielle, , , , 
Maison de naissance Les Cigognes J.1.1.M,,,,0
Maison de naissance Les Cigognes J.1.2.S,,,,0
Maison de naissance Les Cigognes J.1.3.P,,,,0
Maison de naissance Les Cigognes J.2 Etats septiques, , , , 
Maison de naissance Les Cigognes J.2.1.M,,,,0
Maison de naissance Les Cigognes K Affections de la peau, , , , 
Maison de naissance Les Cigognes K.1 Affections de la peau, , , , 
Maison de naissance Les Cigognes K.1.1.F,,,,0
Maison de naissance Les Cigognes K.1.2.F,,,,0
Maison de naissance Les Cigognes K.1.3.F,,,,0
Maison de naissance Les Cigognes L Transplantations, , , , 
Maison de naissance Les Cigognes L.1 Transplantations cardiaques, , , , 
Maison de naissance Les Cigognes L.1.1.F,,,,0
Maison de naissance Les Cigognes L.1.2.F,,,,0
Maison de naissance Les Cigognes L.1.3.F,,,,0
Maison de naissance Les Cigognes L.2 Transplantations pulmonaires, , , , 
Maison de naissance Les Cigognes L.2.1.F,,,,0
Maison de naissance Les Cigognes L.2.2.F,,,,0
Maison de naissance Les Cigognes L.3 Transplantations hEpatiques, , , , 
Maison de naissance Les Cigognes L.3.1.F,,,,0
Maison de naissance Les Cigognes L.3.2.F,,,,0
Maison de naissance Les Cigognes L.3.3.F,,,,0
Maison de naissance Les Cigognes L.3.4.F,,,,0
Maison de naissance Les Cigognes L.4 Transplantations du pancrEas, , , , 
Maison de naissance Les Cigognes L.4.1.F,,,,0
Maison de naissance Les Cigognes L.5 Transplantations rEnales, , , , 
Maison de naissance Les Cigognes L.5.1.F,,,,0
Maison de naissance Les Cigognes L.5.2.F,,,,0
Maison de naissance Les Cigognes L.5.3.F,,,,0
Maison de naissance Les Cigognes L.5.4.F,,,,0
Maison de naissance Les Cigognes L.5.5.F,,,,0
Maison de naissance Les Cigognes L.6 Transplantations/transfusions de cellules souches, , , , 
Maison de naissance Les Cigognes L.6.1.F,,,,0
Maison de naissance Les Cigognes L.6.2.F,,,,0
Maison de naissance Les Cigognes L.6.3.F,,,,0
Maison de naissance Les Cigognes L.6.4.F,,,,...
Maison de naissance Les Cigognes L.6.5.F,,,,...
Maison de naissance Les Cigognes L.6.6.F,,,,-
Maison de naissance Les Cigognes L.6.7.F,,,,-
Maison de naissance Les Cigognes Z Informations supplEmentaires, , , , 
Maison de naissance Les Cigognes Z.1 DurEe de sEjour, , , , 
Maison de naissance Les Cigognes A.1.1.X,,,,0
Maison de naissance Les Cigognes B.1.7.X,,,,0
Maison de naissance Les Cigognes E.1.1.X,,,,0
Maison de naissance Les Cigognes E.2.1.X,,,,0
Maison de naissance Les Cigognes F.1.1.X,,,,0
Maison de naissance Les Cigognes G.3.1.X,,,,0
Maison de naissance Les Cigognes H.4.1.X,,,,0
Maison de naissance Les Cigognes I.1.1.X,,,,0
Maison de naissance Les Cigognes I.1.3.X,,,,0
Maison de naissance Les Cigognes Z.1.1.X,,,,0
institution indicator,taux observE 2013,taux attendu 2013,SMR 2013,nombre de cas 2013
Maison de naissance Tilia A Maladies cardiaques, , , , 
Maison de naissance Tilia A.1 Infarctus du myocarde, , , , 
Maison de naissance Tilia A.1.1.M,,,,0
Maison de naissance Tilia A.1.2.M,,,,0
Maison de naissance Tilia A.1.3.M,,,,0
Maison de naissance Tilia A.1.4.M,,,,0
Maison de naissance Tilia A.1.5.M,,,,0
Maison de naissance Tilia A.1.6.P,,,,0
Maison de naissance Tilia A.1.7.M,,,,0
Maison de naissance Tilia A.1.8.M,,,,0
Maison de naissance Tilia A.1.9.P,,,,0
Maison de naissance Tilia A.1.10.M,,,,0
Maison de naissance Tilia A.1.11.M,,,,0
Maison de naissance Tilia A.2 Insuffisance cardiaque, , , , 
Maison de naissance Tilia A.2.1.M,,,,0
Maison de naissance Tilia A.2.2.M,,,,0
Maison de naissance Tilia A.2.3.M,,,,0
Maison de naissance Tilia A.2.4.M,,,,0
Maison de naissance Tilia A.2.5.M,,,,0
Maison de naissance Tilia A.2.6.P,,,,0
Maison de naissance Tilia A.3 CathEtErisme cardiaque, , , , 
Maison de naissance Tilia A.3.1.F,,,,0
Maison de naissance Tilia A.3.2.M,,,,0
Maison de naissance Tilia A.3.4.M,,,,0
Maison de naissance Tilia A.3.5.M,,,,0
Maison de naissance Tilia A.3.5.P,,,,0
Maison de naissance Tilia A.3.6.F,,,,0
Maison de naissance Tilia A.4 Troubles du rythme cardiaque, , , , 
Maison de naissance Tilia A.4.1.F,,,,0
Maison de naissance Tilia A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Maison de naissance Tilia A.5.1.F,,,,0
Maison de naissance Tilia A.5.2.F,,,,0
Maison de naissance Tilia A.6 Traitement par ablation, , , , 
Maison de naissance Tilia A.6.1.F,,,,0
Maison de naissance Tilia A.6.2.F,,,,0
Maison de naissance Tilia A.7 OpErations du cúur, , , , 
Maison de naissance Tilia A.7.1.F,,,,0
Maison de naissance Tilia A.7.2.F,,,,0
Maison de naissance Tilia A.7.3.F,,,,0
Maison de naissance Tilia A.7.4.F,,,,0
Maison de naissance Tilia A.7.5.F,,,,0
Maison de naissance Tilia A.7.6.F,,,,0
Maison de naissance Tilia A.7.7.M,,,,0
Maison de naissance Tilia A.7.8.M,,,,0
Maison de naissance Tilia A.7.9.M,,,,0
Maison de naissance Tilia A.7.10.M,,,,0
Maison de naissance Tilia A.7.11.M,,,,0
Maison de naissance Tilia A.7.12.M,,,,0
Maison de naissance Tilia A.7.13.M,,,,0
Maison de naissance Tilia A.7.14.M,,,,0
Maison de naissance Tilia A.7.15.M,,,,0
Maison de naissance Tilia A.7.16.M,,,,0
Maison de naissance Tilia A.7.17.M,,,,0
Maison de naissance Tilia A.7.18.P,,,,0
Maison de naissance Tilia A.7.19.M,,,,0
Maison de naissance Tilia A.7.20.M,,,,0
Maison de naissance Tilia A.7.21.P,,,,0
Maison de naissance Tilia A.7.22.P,,,,-
Maison de naissance Tilia B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Maison de naissance Tilia B.1.1.M,,,,0
Maison de naissance Tilia B.1.2.M,,,,0
Maison de naissance Tilia B.1.3.M,,,,0
Maison de naissance Tilia B.1.4.M,,,,0
Maison de naissance Tilia B.1.5.M,,,,0
Maison de naissance Tilia B.1.6.P,,,,0
Maison de naissance Tilia B.1.7.M,,,,0
Maison de naissance Tilia B.1.8.M,,,,0
Maison de naissance Tilia B.1.9.M,,,,0
Maison de naissance Tilia B.1.9.P,,,,0
Maison de naissance Tilia B.1.10.M,,,,0
Maison de naissance Tilia B.1.11.M,,,,0
Maison de naissance Tilia B.1.12.M,,,,0
Maison de naissance Tilia B.1.12.P,,,,0
Maison de naissance Tilia B.1.13.M,,,,0
Maison de naissance Tilia B.2 Accident ischEmique transitoire (AIT), , , , 
Maison de naissance Tilia B.2.1.M,,,,0
Maison de naissance Tilia B.2.2.P,,,,0
Maison de naissance Tilia C REEducation gEriatrique prEcoce, , , , 
Maison de naissance Tilia C.1 REEducation gEriatrique prEcoce, , , , 
Maison de naissance Tilia C.1.1.F,,,,0
Maison de naissance Tilia C.1.2.P,,,,0
Maison de naissance Tilia C.1.3.S,,,,0
Maison de naissance Tilia D Maladies pulmonaires, , , , 
Maison de naissance Tilia D.1 Pneumonie, , , , 
Maison de naissance Tilia D.1.1.M,,,,0
Maison de naissance Tilia D.1.2.M,,,,0
Maison de naissance Tilia D.1.3.M,,,,0
Maison de naissance Tilia D.1.4.M,,,,0
Maison de naissance Tilia D.1.5.M,,,,0
Maison de naissance Tilia D.1.6.M,,,,0
Maison de naissance Tilia D.1.7.M,,,,0
Maison de naissance Tilia D.1.8.M,,,,0
Maison de naissance Tilia D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
Maison de naissance Tilia D.2.1.M,,,,0
Maison de naissance Tilia D.2.2.M,,,,0
Maison de naissance Tilia D.2.3.M,,,,0
Maison de naissance Tilia D.2.4.M,,,,0
Maison de naissance Tilia D.2.5.M,,,,0
Maison de naissance Tilia D.2.6.M,,,,0
Maison de naissance Tilia D.2.6.P,,,,0
Maison de naissance Tilia D.3 Cancer du poumon (carcinome bronchique), , , , 
Maison de naissance Tilia D.3.1.F,,,,0
Maison de naissance Tilia D.4 OpErations du poumon, , , , 
Maison de naissance Tilia D.4.1.M,,,,0
Maison de naissance Tilia D.4.2.M,,,,0
Maison de naissance Tilia D.4.2.P,,,,0
Maison de naissance Tilia D.4.3.M,,,,0
Maison de naissance Tilia D.4.4.P,,,,0
Maison de naissance Tilia D.4.5.M,,,,0
Maison de naissance Tilia E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Maison de naissance Tilia E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Maison de naissance Tilia E.1.1.M,,,,0
Maison de naissance Tilia E.1.2.P,,,,0
Maison de naissance Tilia E.2 REparations de hernie, , , , 
Maison de naissance Tilia E.2.1.M,,,,0
Maison de naissance Tilia E.2.2.M,,,,0
Maison de naissance Tilia E.2.3.P,,,,0
Maison de naissance Tilia E.2.4.P,,,,0
Maison de naissance Tilia E.3 OpErations de la thyroÔde, , , , 
Maison de naissance Tilia E.3.1.F,,,,0
Maison de naissance Tilia E.3.2.P,,,,0
Maison de naissance Tilia E.3.3.F,,,,0
Maison de naissance Tilia E.4 Maladies du cÙlon et du rectum (opErations colorectales), , , , 
Maison de naissance Tilia E.4.1.M,,,,0
Maison de naissance Tilia E.4.2.M,,,,0
Maison de naissance Tilia E.4.3.M,,,,0
Maison de naissance Tilia E.4.4.M,,,,0
Maison de naissance Tilia E.4.5.M,,,,0
Maison de naissance Tilia E.4.6.M,,,,0
Maison de naissance Tilia E.4.7.M,,,,0
Maison de naissance Tilia E.4.8.F,,,,0
Maison de naissance Tilia E.4.11.F,,,,0
Maison de naissance Tilia E.4.12.F,,,,0
Maison de naissance Tilia E.4.13.M,,,,0
Maison de naissance Tilia E.4.14.P,,,,0
Maison de naissance Tilia E.5 OpErations de líestomac, , , , 
Maison de naissance Tilia E.5.1.F,,,,0
Maison de naissance Tilia E.5.2.M,,,,0
Maison de naissance Tilia E.5.3.M,,,,0
Maison de naissance Tilia E.5.4.F,,,,0
Maison de naissance Tilia E.5.5.M,,,,0
Maison de naissance Tilia E.6 OpErations de líúsophage, , , , 
Maison de naissance Tilia E.6.1.M,,,,0
Maison de naissance Tilia E.7 OpErations du pancrEas, , , , 
Maison de naissance Tilia E.7.1.M,,,,0
Maison de naissance Tilia F Affections des vaisseaux, , , , 
Maison de naissance Tilia F.1 OpErations des artËres cErEbrales, , , , 
Maison de naissance Tilia F.1.1.M,,,,0
Maison de naissance Tilia F.1.2.M,,,,0
Maison de naissance Tilia F.1.3.F,,,,0
Maison de naissance Tilia F.1.4.F,,,,0
Maison de naissance Tilia F.2 Dilatation de líaorte (anEvrisme de líaorte), , , , 
Maison de naissance Tilia F.2.1.F,,,,0
Maison de naissance Tilia F.2.1.F,,,,0
Maison de naissance Tilia F.2.2.M,,,,0
Maison de naissance Tilia F.2.3.M,,,,0
Maison de naissance Tilia F.2.4.F,,,,0
Maison de naissance Tilia F.2.5.M,,,,0
Maison de naissance Tilia F.3 OpErations des artËres du bassin et des jambes, , , , 
Maison de naissance Tilia F.3.1.F,,,,0
Maison de naissance Tilia F.3.2.M,,,,0
Maison de naissance Tilia F.3.3.M,,,,0
Maison de naissance Tilia F.3.4.M,,,,0
Maison de naissance Tilia F.3.5.M,,,,0
Maison de naissance Tilia F.3.6.M,,,,0
Maison de naissance Tilia F.3.7.M,,,,0
Maison de naissance Tilia F.3.8.F,,,,0
Maison de naissance Tilia F.3.9.F,,,,0
Maison de naissance Tilia F.4 Amputations, , , , 
Maison de naissance Tilia F.4.1.M,,,,0
Maison de naissance Tilia F.4.2.M,,,,0
Maison de naissance Tilia F.5 Angioplasties transluminales percutanEes (ATP), , , , 
Maison de naissance Tilia F.5.1.F,,,,0
Maison de naissance Tilia F.5.2.F,,,,0
Maison de naissance Tilia F.5.3.F,,,,0
Maison de naissance Tilia F.5.4.F,,,,0
Maison de naissance Tilia F.5.5.F,,,,0
Maison de naissance Tilia F.5.6.F,,,,0
Maison de naissance Tilia F.5.7.F,,,,0
Maison de naissance Tilia G GynEcologie et obstEtrique, , , , 
Maison de naissance Tilia G.1 Accouchements, , , , 
Maison de naissance Tilia G.1.1.F,,,,29
Maison de naissance Tilia G.1.1.P,0,0,,0
Maison de naissance Tilia G.1.2.P,0,0.03,,0
Maison de naissance Tilia G.1.3.P,0,0.229,,0
Maison de naissance Tilia G.1.4.P,0,0.33,,0
Maison de naissance Tilia G.2 Nouveau≠nEs, , , , 
Maison de naissance Tilia G.2.1.F,,,,0
Maison de naissance Tilia G.2.2.F,,,,0
Maison de naissance Tilia G.2.3.F,,,,0
Maison de naissance Tilia G.2.4.F,,,,0
Maison de naissance Tilia G.2.5.F,,,,0
Maison de naissance Tilia G.2.6.F,,,,0
Maison de naissance Tilia G.2.7.F,,,,0
Maison de naissance Tilia G.2.8.F,,,,2
Maison de naissance Tilia G.2.9.F,,,,28
Maison de naissance Tilia G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Maison de naissance Tilia G.3.1.M,,,,0
Maison de naissance Tilia G.3.2.P,,,,0
Maison de naissance Tilia G.3.3.P,,,,0
Maison de naissance Tilia G.3.4.P,,,,0
Maison de naissance Tilia G.4 Cancer du sein, , , , 
Maison de naissance Tilia G.4.1.F,,,,0
Maison de naissance Tilia G.5 Interventions sur le sein, , , , 
Maison de naissance Tilia G.5.1.F,,,,0
Maison de naissance Tilia G.5.2.F,,,,0
Maison de naissance Tilia G.5.3.P,,,,0
Maison de naissance Tilia H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Maison de naissance Tilia H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Maison de naissance Tilia H.1.1.M,,,,0
Maison de naissance Tilia H.1.2.P,,,,0
Maison de naissance Tilia H.1.3.M,,,,0
Maison de naissance Tilia H.1.4.P,,,,0
Maison de naissance Tilia H.1.5.P,,,,0
Maison de naissance Tilia H.2 Calculs rEnaux, , , , 
Maison de naissance Tilia H.2.1.F,,,,0
Maison de naissance Tilia H.2.2.P,,,,0
Maison de naissance Tilia H.3 OpErations de la vessie, , , , 
Maison de naissance Tilia H.3.1.F,,,,0
Maison de naissance Tilia H.3.2.F,,,,0
Maison de naissance Tilia H.3.3.F,,,,0
Maison de naissance Tilia H.3.4.P,,,,0
Maison de naissance Tilia H.3.5.M,,,,0
Maison de naissance Tilia H.3.6.M,,,,0
Maison de naissance Tilia H.4 REsection prostatique transurEtrale (TURP), , , , 
Maison de naissance Tilia H.4.1.M,,,,0
Maison de naissance Tilia H.5 Carcinome de la prostate, , , , 
Maison de naissance Tilia H.5.1.F,,,,0
Maison de naissance Tilia H.5.2.M,,,,0
Maison de naissance Tilia I Affections orthopEdiques et traumatologiques, , , , 
"Maison de naissance Tilia I.1 Remplacement de líarticulation, endoprothËse", , , , 
Maison de naissance Tilia I.1.1.M,,,,0
Maison de naissance Tilia I.1.2.M,,,,0
Maison de naissance Tilia I.1.3.M,,,,0
Maison de naissance Tilia I.1.4.M,,,,0
Maison de naissance Tilia I.1.5.M,,,,0
Maison de naissance Tilia I.1.6.M,,,,0
Maison de naissance Tilia I.1.7.M,,,,0
Maison de naissance Tilia I.2 OpErations de la colonne vertEbrale, , , , 
Maison de naissance Tilia I.2.1.F,,,,0
Maison de naissance Tilia I.2.2.M,,,,0
Maison de naissance Tilia I.3 Fractures mEtaphysaires de la hanche, , , , 
Maison de naissance Tilia I.3.1.M,,,,0
Maison de naissance Tilia I.3.2.M,,,,0
Maison de naissance Tilia I.3.3.M,,,,0
Maison de naissance Tilia I.3.4.M,,,,0
Maison de naissance Tilia I.3.5.M,,,,0
Maison de naissance Tilia I.3.6.M,,,,0
Maison de naissance Tilia I.3.7.M,,,,0
Maison de naissance Tilia I.3.8.M,,,,0
"Maison de naissance Tilia J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Maison de naissance Tilia J.1 Respiration artificielle, , , , 
Maison de naissance Tilia J.1.1.M,,,,0
Maison de naissance Tilia J.1.2.S,,,,0
Maison de naissance Tilia J.1.3.P,,,,0
Maison de naissance Tilia J.2 Etats septiques, , , , 
Maison de naissance Tilia J.2.1.M,,,,0
Maison de naissance Tilia K Affections de la peau, , , , 
Maison de naissance Tilia K.1 Affections de la peau, , , , 
Maison de naissance Tilia K.1.1.F,,,,0
Maison de naissance Tilia K.1.2.F,,,,0
Maison de naissance Tilia K.1.3.F,,,,0
Maison de naissance Tilia L Transplantations, , , , 
Maison de naissance Tilia L.1 Transplantations cardiaques, , , , 
Maison de naissance Tilia L.1.1.F,,,,0
Maison de naissance Tilia L.1.2.F,,,,0
Maison de naissance Tilia L.1.3.F,,,,0
Maison de naissance Tilia L.2 Transplantations pulmonaires, , , , 
Maison de naissance Tilia L.2.1.F,,,,0
Maison de naissance Tilia L.2.2.F,,,,0
Maison de naissance Tilia L.3 Transplantations hEpatiques, , , , 
Maison de naissance Tilia L.3.1.F,,,,0
Maison de naissance Tilia L.3.2.F,,,,0
Maison de naissance Tilia L.3.3.F,,,,0
Maison de naissance Tilia L.3.4.F,,,,0
Maison de naissance Tilia L.4 Transplantations du pancrEas, , , , 
Maison de naissance Tilia L.4.1.F,,,,0
Maison de naissance Tilia L.5 Transplantations rEnales, , , , 
Maison de naissance Tilia L.5.1.F,,,,0
Maison de naissance Tilia L.5.2.F,,,,0
Maison de naissance Tilia L.5.3.F,,,,0
Maison de naissance Tilia L.5.4.F,,,,0
Maison de naissance Tilia L.5.5.F,,,,0
Maison de naissance Tilia L.6 Transplantations/transfusions de cellules souches, , , , 
Maison de naissance Tilia L.6.1.F,,,,0
Maison de naissance Tilia L.6.2.F,,,,0
Maison de naissance Tilia L.6.3.F,,,,0
Maison de naissance Tilia L.6.4.F,,,,...
Maison de naissance Tilia L.6.5.F,,,,...
Maison de naissance Tilia L.6.6.F,,,,-
Maison de naissance Tilia L.6.7.F,,,,-
Maison de naissance Tilia Z Informations supplEmentaires, , , , 
Maison de naissance Tilia Z.1 DurEe de sEjour, , , , 
Maison de naissance Tilia A.1.1.X,,,,0
Maison de naissance Tilia B.1.7.X,,,,0
Maison de naissance Tilia E.1.1.X,,,,0
Maison de naissance Tilia E.2.1.X,,,,0
Maison de naissance Tilia F.1.1.X,,,,0
Maison de naissance Tilia G.3.1.X,,,,0
Maison de naissance Tilia H.4.1.X,,,,0
Maison de naissance Tilia I.1.1.X,,,,0
Maison de naissance Tilia I.1.3.X,,,,0
Maison de naissance Tilia Z.1.1.X,,,,0
Institution Indikator,beobachtete Rate 2013,erwartete Rate 2013,SMR 2013,Fallzahl 2013
Universitätsspital Basel A Erkrankungen des Herzens, , , , 
Universitätsspital Basel A.1 Herzinfarkt, , , , 
Universitätsspital Basel A.1.1.M,,,,0
Universitätsspital Basel A.1.2.M,,,,0
Universitätsspital Basel A.1.3.M,,,,0
Universitätsspital Basel A.1.4.M,,,,0
Universitätsspital Basel A.1.5.M,,,,0
Universitätsspital Basel A.1.6.P,,,,0
Universitätsspital Basel A.1.7.M,,,,0
Universitätsspital Basel A.1.8.M,,,,0
Universitätsspital Basel A.1.9.P,,,,0
Universitätsspital Basel A.1.10.M,,,,0
Universitätsspital Basel A.1.11.M,,,,0
Universitätsspital Basel A.2 Herzinsuffizienz, , , , 
Universitätsspital Basel A.2.1.M,,,,0
Universitätsspital Basel A.2.2.M,,,,0
Universitätsspital Basel A.2.3.M,,,,0
Universitätsspital Basel A.2.4.M,,,,0
Universitätsspital Basel A.2.5.M,,,,0
Universitätsspital Basel A.2.6.P,,,,0
Universitätsspital Basel A.3 Herzkatheter, , , , 
Universitätsspital Basel A.3.1.F,,,,0
Universitätsspital Basel A.3.2.M,,,,0
Universitätsspital Basel A.3.4.M,,,,0
Universitätsspital Basel A.3.5.M,,,,0
Universitätsspital Basel A.3.5.P,,,,0
Universitätsspital Basel A.3.6.F,,,,0
Universitätsspital Basel A.4 Herzrhythmusstˆrungen, , , , 
Universitätsspital Basel A.4.1.F,,,,0
Universitätsspital Basel A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Universitätsspital Basel A.5.1.F,,,,0
Universitätsspital Basel A.5.2.F,,,,0
Universitätsspital Basel A.6 Ablative Therapie, , , , 
Universitätsspital Basel A.6.1.F,,,,0
Universitätsspital Basel A.6.2.F,,,,0
Universitätsspital Basel A.7 Operationen am Herzen, , , , 
Universitätsspital Basel A.7.1.F,,,,0
Universitätsspital Basel A.7.2.F,,,,0
Universitätsspital Basel A.7.3.F,,,,0
Universitätsspital Basel A.7.4.F,,,,0
Universitätsspital Basel A.7.5.F,,,,0
Universitätsspital Basel A.7.6.F,,,,0
Universitätsspital Basel A.7.7.M,,,,0
Universitätsspital Basel A.7.8.M,,,,0
Universitätsspital Basel A.7.9.M,,,,0
Universitätsspital Basel A.7.10.M,,,,0
Universitätsspital Basel A.7.11.M,,,,0
Universitätsspital Basel A.7.12.M,,,,0
Universitätsspital Basel A.7.13.M,,,,0
Universitätsspital Basel A.7.14.M,,,,0
Universitätsspital Basel A.7.15.M,,,,0
Universitätsspital Basel A.7.16.M,,,,0
Universitätsspital Basel A.7.17.M,,,,0
Universitätsspital Basel A.7.18.P,,,,0
Universitätsspital Basel A.7.19.M,,,,0
Universitätsspital Basel A.7.20.M,,,,0
Universitätsspital Basel A.7.21.P,,,,0
Universitätsspital Basel A.7.22.P,,,,-
Universitätsspital Basel B.1 Schlaganfall, , , , 
Universitätsspital Basel B.1.1.M,,,,0
Universitätsspital Basel B.1.2.M,,,,0
Universitätsspital Basel B.1.3.M,,,,0
Universitätsspital Basel B.1.4.M,,,,0
Universitätsspital Basel B.1.5.M,,,,0
Universitätsspital Basel B.1.6.P,,,,0
Universitätsspital Basel B.1.7.M,,,,0
Universitätsspital Basel B.1.8.M,,,,0
Universitätsspital Basel B.1.9.M,,,,0
Universitätsspital Basel B.1.9.P,,,,0
Universitätsspital Basel B.1.10.M,,,,0
Universitätsspital Basel B.1.11.M,,,,0
Universitätsspital Basel B.1.12.M,,,,0
Universitätsspital Basel B.1.12.P,,,,0
Universitätsspital Basel B.1.13.M,,,,0
Universitätsspital Basel B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Universitätsspital Basel B.2.1.M,,,,0
Universitätsspital Basel B.2.2.P,,,,0
Universitätsspital Basel C Geriatrische Fr¸hrehablitation, , , , 
Universitätsspital Basel C.1 Geriatrische Fr¸hrehabilitation, , , , 
Universitätsspital Basel C.1.1.F,,,,0
Universitätsspital Basel C.1.2.P,,,,0
Universitätsspital Basel C.1.3.S,,,,0
Universitätsspital Basel D Erkrankungen der Lunge, , , , 
Universitätsspital Basel D.1 Lungenentz¸ndung (Pneumonie), , , , 
Universitätsspital Basel D.1.1.M,,,,0
Universitätsspital Basel D.1.2.M,,,,0
Universitätsspital Basel D.1.3.M,,,,0
Universitätsspital Basel D.1.4.M,,,,0
Universitätsspital Basel D.1.5.M,,,,0
Universitätsspital Basel D.1.6.M,,,,0
Universitätsspital Basel D.1.7.M,,,,0
Universitätsspital Basel D.1.8.M,,,,0
Universitätsspital Basel D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Universitätsspital Basel D.2.1.M,,,,0
Universitätsspital Basel D.2.2.M,,,,0
Universitätsspital Basel D.2.3.M,,,,0
Universitätsspital Basel D.2.4.M,,,,0
Universitätsspital Basel D.2.5.M,,,,0
Universitätsspital Basel D.2.6.M,,,,0
Universitätsspital Basel D.2.6.P,,,,0
Universitätsspital Basel D.3 Lungenkrebs, , , , 
Universitätsspital Basel D.3.1.F,,,,0
Universitätsspital Basel D.4 Operationen an der Lunge, , , , 
Universitätsspital Basel D.4.1.M,,,,0
Universitätsspital Basel D.4.2.M,,,,0
Universitätsspital Basel D.4.2.P,,,,0
Universitätsspital Basel D.4.3.M,,,,0
Universitätsspital Basel D.4.4.P,,,,0
Universitätsspital Basel D.4.5.M,,,,0
Universitätsspital Basel E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Universitätsspital Basel E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Universitätsspital Basel E.1.1.M,,,,0
Universitätsspital Basel E.1.2.P,,,,0
Universitätsspital Basel E.2 Hernienoperationen, , , , 
Universitätsspital Basel E.2.1.M,,,,0
Universitätsspital Basel E.2.2.M,,,,0
Universitätsspital Basel E.2.3.P,,,,0
Universitätsspital Basel E.2.4.P,,,,0
Universitätsspital Basel E.3 Eingriffe an der Schilddr¸se, , , , 
Universitätsspital Basel E.3.1.F,,,,0
Universitätsspital Basel E.3.2.P,,,,0
Universitätsspital Basel E.3.3.F,,,,0
Universitätsspital Basel E.4 Erkrankungen von Dickdarm und Enddarm (kolorektale Operationen), , , , 
Universitätsspital Basel E.4.1.M,,,,0
Universitätsspital Basel E.4.2.M,,,,0
Universitätsspital Basel E.4.3.M,,,,0
Universitätsspital Basel E.4.4.M,,,,0
Universitätsspital Basel E.4.5.M,,,,0
Universitätsspital Basel E.4.6.M,,,,0
Universitätsspital Basel E.4.7.M,,,,0
Universitätsspital Basel E.4.8.F,,,,0
Universitätsspital Basel E.4.11.F,,,,0
Universitätsspital Basel E.4.12.F,,,,0
Universitätsspital Basel E.4.13.M,,,,0
Universitätsspital Basel E.4.14.P,,,,0
Universitätsspital Basel E.5 Operationen am Magen, , , , 
Universitätsspital Basel E.5.1.F,,,,0
Universitätsspital Basel E.5.2.M,,,,0
Universitätsspital Basel E.5.3.M,,,,0
Universitätsspital Basel E.5.4.F,,,,0
Universitätsspital Basel E.5.5.M,,,,0
Universitätsspital Basel E.6 Operationen am ÷sophagus, , , , 
Universitätsspital Basel E.6.1.M,,,,0
Universitätsspital Basel E.7 Operationen am Pankreas, , , , 
Universitätsspital Basel E.7.1.M,,,,0
Universitätsspital Basel F Gef‰sserkrankungen, , , , 
Universitätsspital Basel F.1 Eingriffe an den hirnversorgenden Arterien, , , , 
Universitätsspital Basel F.1.1.M,,,,0
Universitätsspital Basel F.1.2.M,,,,0
Universitätsspital Basel F.1.3.F,,,,0
Universitätsspital Basel F.1.4.F,,,,0
Universitätsspital Basel F.2 Erweiterung der Aorta (Aortenaneurysma), , , , 
