hospital_indicator,observed_rate_2018,expected_rate_2018,SMR_2018,number_of_cases_2018
SMN - Clinique de ValËre A Maladies cardiaques, , , , 
SMN - Clinique de ValËre A.1 Infarctus du myocarde, , , , 
SMN - Clinique de ValËre A.1.1.M,,,,0
SMN - Clinique de ValËre A.1.2.M,,,,0
SMN - Clinique de ValËre A.1.3.M,,,,0
SMN - Clinique de ValËre A.1.4.M,,,,0
SMN - Clinique de ValËre A.1.5.M,,,,0
SMN - Clinique de ValËre A.1.7.M,,,,0
SMN - Clinique de ValËre A.1.8.M,,,,0
SMN - Clinique de ValËre A.1.14.P,,,,0
SMN - Clinique de ValËre A.1.15.P,,,,0
SMN - Clinique de ValËre A.1.16.P,,,,0
SMN - Clinique de ValËre A.1.17.P,,,,0
SMN - Clinique de ValËre A.1.9.P,,,,0
SMN - Clinique de ValËre A.1.10.M,,,,0
SMN - Clinique de ValËre A.1.10.P,,,,0
SMN - Clinique de ValËre A.1.11.M,,,,0
SMN - Clinique de ValËre A.1.13.M,,,,1
SMN - Clinique de ValËre A.2 Insuffisance cardiaque, , , , 
SMN - Clinique de ValËre A.2.1.M,,,,0
SMN - Clinique de ValËre A.2.2.M,,,,0
SMN - Clinique de ValËre A.2.3.M,,,,0
SMN - Clinique de ValËre A.2.4.M,,,,0
SMN - Clinique de ValËre A.2.5.M,,,,0
SMN - Clinique de ValËre A.2.6.P,,,,0
SMN - Clinique de ValËre A.3 CathEtErisme cardiaque, , , , 
SMN - Clinique de ValËre A.3.1.F,,,,0
SMN - Clinique de ValËre A.3.2.M,,,,0
SMN - Clinique de ValËre A.3.4.M,,,,0
SMN - Clinique de ValËre A.3.7.M,,,,0
SMN - Clinique de ValËre A.3.5.M,,,,0
SMN - Clinique de ValËre A.3.5.P,,,,0
SMN - Clinique de ValËre A.3.8.M,,,,0
SMN - Clinique de ValËre A.3.6.F,,,,0
SMN - Clinique de ValËre A.4 Troubles du rythme cardiaque, , , , 
SMN - Clinique de ValËre A.4.1.F,,,,0
SMN - Clinique de ValËre A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
SMN - Clinique de ValËre A.5.1.F,,,,0
SMN - Clinique de ValËre A.5.2.F,,,,0
SMN - Clinique de ValËre A.6 Traitement par ablation, , , , 
SMN - Clinique de ValËre A.6.1.F,,,,0
SMN - Clinique de ValËre A.6.2.F,,,,0
SMN - Clinique de ValËre A.7 OpErations du cúur, , , , 
SMN - Clinique de ValËre A.7.1.F,,,,0
SMN - Clinique de ValËre A.7.2.F,,,,0
SMN - Clinique de ValËre A.7.3.F,,,,0
SMN - Clinique de ValËre A.7.4.F,,,,0
SMN - Clinique de ValËre A.7.5.F,,,,0
SMN - Clinique de ValËre A.7.6.F,,,,0
SMN - Clinique de ValËre A.7.24.F,,,,0
SMN - Clinique de ValËre A.7.7.M,,,,0
SMN - Clinique de ValËre A.7.19.M,,,,0
SMN - Clinique de ValËre A.7.20.M,,,,0
SMN - Clinique de ValËre A.7.25.M,,,,0
SMN - Clinique de ValËre A.7.26.M,,,,0
SMN - Clinique de ValËre A.7.27.M,,,,0
SMN - Clinique de ValËre A.7.8.M,,,,0
SMN - Clinique de ValËre A.7.9.M,,,,0
SMN - Clinique de ValËre A.7.10.M,,,,0
SMN - Clinique de ValËre A.7.23.M,,,,0
SMN - Clinique de ValËre A.7.11.M,,,,0
SMN - Clinique de ValËre A.7.28.M,,,,0
SMN - Clinique de ValËre A.7.12.M,,,,0
SMN - Clinique de ValËre A.7.13.M,,,,0
SMN - Clinique de ValËre A.7.14.M,,,,0
SMN - Clinique de ValËre A.7.15.M,,,,0
SMN - Clinique de ValËre A.7.16.M,,,,0
SMN - Clinique de ValËre A.7.17.M,,,,0
"SMN - Clinique de ValËre A.7.29.M OP des vaisseaux coronaires avec autre OP du cúur (‚ge >19), mortalitE",,,,0
SMN - Clinique de ValËre A.7.18.P,,,,0
SMN - Clinique de ValËre A.7.21.P,,,,0
SMN - Clinique de ValËre A.7.22.P,,,,0
"SMN - Clinique de ValËre B Maladies du systËme nerveux, accident vasculaire cErEbral (attaque cErEbrale)", , , , 
SMN - Clinique de ValËre B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
SMN - Clinique de ValËre B.1.1.M,,,,0
SMN - Clinique de ValËre B.1.2.M,,,,0
SMN - Clinique de ValËre B.1.3.M,,,,0
SMN - Clinique de ValËre B.1.4.M,,,,0
SMN - Clinique de ValËre B.1.5.M,,,,0
"SMN - Clinique de ValËre B.1.19.P DP accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, admissions directes, pourcentage",,,,0
"SMN - Clinique de ValËre B.1.20.P DP accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, transfErE d'un autre hÙpital, pourcentage",,,,0
SMN - Clinique de ValËre B.1.7.M,,,,0
SMN - Clinique de ValËre B.1.8.M,,,,0
SMN - Clinique de ValËre B.1.13.M,,,,0
SMN - Clinique de ValËre B.1.16.P,,,,0
SMN - Clinique de ValËre B.1.17.P,,,,0
SMN - Clinique de ValËre B.1.9.M,,,,0
SMN - Clinique de ValËre B.1.9.P,,,,0
SMN - Clinique de ValËre B.1.18.M,,,,0
SMN - Clinique de ValËre B.1.18.P,,,,0
SMN - Clinique de ValËre B.1.14.M,,,,0
SMN - Clinique de ValËre B.1.14.P,,,,0
SMN - Clinique de ValËre B.1.10.M,,,,0
SMN - Clinique de ValËre B.1.11.M,,,,0
SMN - Clinique de ValËre B.1.12.M,,,,0
SMN - Clinique de ValËre B.1.12.P,,,,0
SMN - Clinique de ValËre B.2 Accident ischEmique transitoire (AIT), , , , 
SMN - Clinique de ValËre B.2.1.M,,,,0
SMN - Clinique de ValËre B.2.2.P,,,,0
SMN - Clinique de ValËre B.3 Tumeurs malignes de l'encEphale ou des mEninges cErEbrales, , , , 
SMN - Clinique de ValËre B.3.1.F,,,,0
SMN - Clinique de ValËre B.3.2.M,,,,0
SMN - Clinique de ValËre B.4 Epilepsie, , , , 
SMN - Clinique de ValËre B.4.1.F,,,,0
SMN - Clinique de ValËre B.4.2.F,,,,0
SMN - Clinique de ValËre B.5 SclErose en plaques, , , , 
SMN - Clinique de ValËre B.5.1.F,,,,0
SMN - Clinique de ValËre C MEdecine gEriatrique, , , , 
SMN - Clinique de ValËre C.1 REEducation gEriatrique prEcoce, , , , 
SMN - Clinique de ValËre C.1.1.F,,,,0
SMN - Clinique de ValËre C.1.2.P,,,,0
SMN - Clinique de ValËre C.1.3.S,,,,0
SMN - Clinique de ValËre C.1.4.P,,,,0
SMN - Clinique de ValËre C.1.5.S,,,,0
SMN - Clinique de ValËre C.2 Malnutrition des personnes ‚gEes, , , , 
SMN - Clinique de ValËre C.2.1.P,0,0.021,,0
SMN - Clinique de ValËre C.2.2.P,,,,0
SMN - Clinique de ValËre D Maladies pulmonaires, , , , 
SMN - Clinique de ValËre D.1 Pneumonie, , , , 
SMN - Clinique de ValËre D.1.1.M,,,,0
SMN - Clinique de ValËre D.1.2.M,,,,0
SMN - Clinique de ValËre D.1.3.M,,,,0
SMN - Clinique de ValËre D.1.4.M,,,,0
SMN - Clinique de ValËre D.1.5.M,,,,0
SMN - Clinique de ValËre D.1.6.M,,,,0
SMN - Clinique de ValËre D.1.7.M,,,,0
SMN - Clinique de ValËre D.1.8.M,,,,0
SMN - Clinique de ValËre D.1.9.M,,,,0
SMN - Clinique de ValËre D.1.10.M,,,,0
SMN - Clinique de ValËre D.1.11.M,,,,0
SMN - Clinique de ValËre D.1.12.M,,,,0
SMN - Clinique de ValËre D.1.13.M,,,,0
SMN - Clinique de ValËre D.2 Broncho≠pneumopathie chronique obstructive (BPCO), , , , 
SMN - Clinique de ValËre D.2.1.M,,,,1
SMN - Clinique de ValËre D.2.2.M,,,,1
SMN - Clinique de ValËre D.2.3.M,,,,0
SMN - Clinique de ValËre D.2.4.M,,,,0
SMN - Clinique de ValËre D.2.5.M,,,,0
SMN - Clinique de ValËre D.2.6.M,,,,0
SMN - Clinique de ValËre D.2.6.P,0,0.205,,0
SMN - Clinique de ValËre D.3 Cancer du poumon (carcinome bronchique), , , , 
SMN - Clinique de ValËre D.3.1.F,,,,0
SMN - Clinique de ValËre D.4 OpErations du poumon, , , , 
SMN - Clinique de ValËre D.4.1.M,,,,0
SMN - Clinique de ValËre D.4.2.M,,,,0
SMN - Clinique de ValËre D.4.2.P,,,,0
SMN - Clinique de ValËre D.4.3.M,,,,0
SMN - Clinique de ValËre D.4.4.P,,,,0
SMN - Clinique de ValËre D.4.5.M,,,,0
SMN - Clinique de ValËre E Maladies des organes abdominaux, , , , 
SMN - Clinique de ValËre E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
SMN - Clinique de ValËre E.1.1.M,0,0.001,0,84
SMN - Clinique de ValËre E.1.2.P,0.988,0.969,,83
SMN - Clinique de ValËre E.2 REparations de hernie, , , , 
SMN - Clinique de ValËre E.2.1.M,0,0.001,0,188
SMN - Clinique de ValËre E.2.2.M,,,,0
SMN - Clinique de ValËre E.2.3.P,,,,1
SMN - Clinique de ValËre E.2.4.P,0.985,0.981,,131
SMN - Clinique de ValËre E.3 OpErations de la thyroÔde, , , , 
SMN - Clinique de ValËre E.3.1.F,,,,76
SMN - Clinique de ValËre E.3.2.P,0,0.003,,0
SMN - Clinique de ValËre E.3.4.F,,,,16
SMN - Clinique de ValËre E.3.5.F,,,,57
SMN - Clinique de ValËre E.3.3.F,,,,0
SMN - Clinique de ValËre E.4 Maladies du cÙlon et du rectum, , , , 
SMN - Clinique de ValËre E.4.11.F,,,,28
SMN - Clinique de ValËre E.4.12.F,,,,2
SMN - Clinique de ValËre E.4.1.M,0,0.032,0,45
SMN - Clinique de ValËre E.4.2.M,0,0.019,0,18
SMN - Clinique de ValËre E.4.3.M,,,,1
SMN - Clinique de ValËre E.4.4.M,,,,0
SMN - Clinique de ValËre E.4.5.M,0,0.006,0,12
SMN - Clinique de ValËre E.4.6.M,,,,7
SMN - Clinique de ValËre E.4.7.M,,,,0
SMN - Clinique de ValËre E.4.13.M,,,,0
SMN - Clinique de ValËre E.4.8.M,,,,7
SMN - Clinique de ValËre E.4.14.P,0,0.033,,0
SMN - Clinique de ValËre E.4.15.M,,,,0
SMN - Clinique de ValËre E.4.15.P,0,0.053,,0
SMN - Clinique de ValËre E.4.16.M,,,,0
SMN - Clinique de ValËre E.4.16.P,,,,0
SMN - Clinique de ValËre E.5 Maladies de l'estomac, , , , 
SMN - Clinique de ValËre E.5.4.F,,,,3
SMN - Clinique de ValËre E.5.5.M,,,,0
SMN - Clinique de ValËre E.5.1.F,,,,53
SMN - Clinique de ValËre E.5.2.M,,,,1
SMN - Clinique de ValËre E.5.3.M,,,,0
SMN - Clinique de ValËre E.5.6.M,0,0.001,0,52
SMN - Clinique de ValËre E.6 OpErations de l'úsophage, , , , 
SMN - Clinique de ValËre E.6.1.M,,,,0
SMN - Clinique de ValËre E.7 OpErations du pancrEas, , , , 
SMN - Clinique de ValËre E.7.1.M,,,,0
SMN - Clinique de ValËre E.7.2.M,,,,0
SMN - Clinique de ValËre E.8 Interventions bariatriques, , , , 
SMN - Clinique de ValËre E.8.1.M,0,0,,50
SMN - Clinique de ValËre F Affections des vaisseaux, , , , 
SMN - Clinique de ValËre F.1 OpErations des artËres cErEbrales, , , , 
SMN - Clinique de ValËre F.1.1.M,,,,0
SMN - Clinique de ValËre F.1.2.M,,,,0
SMN - Clinique de ValËre F.1.3.F,,,,0
SMN - Clinique de ValËre F.1.4.F,,,,0
SMN - Clinique de ValËre F.2 Maladies de l'aorte, , , , 
SMN - Clinique de ValËre F.2.1.F,,,,0
SMN - Clinique de ValËre F.2.7.F,,,,0
SMN - Clinique de ValËre F.2.2.M,,,,0
SMN - Clinique de ValËre F.2.3.M,,,,0
SMN - Clinique de ValËre F.2.8.M,,,,0
SMN - Clinique de ValËre F.2.9.M,,,,0
SMN - Clinique de ValËre F.2.4.F,,,,0
SMN - Clinique de ValËre F.2.10.M,,,,0
SMN - Clinique de ValËre F.2.11.M,,,,0
SMN - Clinique de ValËre F.2.12.M,,,,0
SMN - Clinique de ValËre F.2.5.M,,,,0
SMN - Clinique de ValËre F.2.6.M,,,,0
SMN - Clinique de ValËre F.3 OpErations des artËres du bassin et des jambes, , , , 
SMN - Clinique de ValËre F.3.1.M,,,,0
SMN - Clinique de ValËre F.3.2.M,,,,0
SMN - Clinique de ValËre F.3.3.M,,,,0
SMN - Clinique de ValËre F.3.4.M,,,,0
SMN - Clinique de ValËre F.3.5.M,,,,0
SMN - Clinique de ValËre F.3.6.M,,,,0
SMN - Clinique de ValËre F.3.7.M,,,,0
SMN - Clinique de ValËre F.3.8.F,,,,0
SMN - Clinique de ValËre F.3.9.F,,,,0
SMN - Clinique de ValËre F.4 Amputations, , , , 
SMN - Clinique de ValËre F.4.1.M,,,,1
SMN - Clinique de ValËre F.4.2.M,,,,0
SMN - Clinique de ValËre F.5 Angioplasties transluminales percutanEes (ATP), , , , 
SMN - Clinique de ValËre F.5.1.F,,,,0
SMN - Clinique de ValËre F.5.4.F,,,,0
SMN - Clinique de ValËre F.5.5.F,,,,0
SMN - Clinique de ValËre F.5.6.F,,,,0
SMN - Clinique de ValËre F.5.7.F,,,,0
SMN - Clinique de ValËre F.5.2.F,,,,0
SMN - Clinique de ValËre F.5.3.F,,,,0
SMN - Clinique de ValËre F.6 Fistule artErio≠veineuse, , , , 
SMN - Clinique de ValËre F.6.1.F,,,,0
SMN - Clinique de ValËre G GynEcologie et obstEtrique, , , , 
SMN - Clinique de ValËre G.1 Accouchements, , , , 
SMN - Clinique de ValËre G.1.1.F,,,,0
SMN - Clinique de ValËre G.1.1.P,,,,0
SMN - Clinique de ValËre G.1.2.P,,,,0
SMN - Clinique de ValËre G.1.3.P,,,,0
SMN - Clinique de ValËre G.1.4.P,,,,0
SMN - Clinique de ValËre G.1.5.P,,,,0
SMN - Clinique de ValËre G.1.6.P,,,,0
SMN - Clinique de ValËre G.1.7.P,,,,0
SMN - Clinique de ValËre G.2 Nouveau≠nEs, , , , 
SMN - Clinique de ValËre G.2.1.F,,,,0
SMN - Clinique de ValËre G.2.2.F,,,,0
SMN - Clinique de ValËre G.2.3.F,,,,0
SMN - Clinique de ValËre G.2.4.F,,,,0
SMN - Clinique de ValËre G.2.5.F,,,,0
SMN - Clinique de ValËre G.2.6.F,,,,0
SMN - Clinique de ValËre G.2.7.F,,,,0
SMN - Clinique de ValËre G.2.8.F,,,,0
SMN - Clinique de ValËre G.2.9.F,,,,0
SMN - Clinique de ValËre G.3 Ablation de l'utErus pour affections bEnignes (hystErectomie), , , , 
SMN - Clinique de ValËre G.3.1.M,0,0,0,60
SMN - Clinique de ValËre G.3.2.P,0.817,0.858,,49
SMN - Clinique de ValËre G.3.5.P,0.4,0.352,,24
SMN - Clinique de ValËre G.3.7.P,0.417,0.506,,25
SMN - Clinique de ValËre G.3.3.P,,,,1
SMN - Clinique de ValËre G.3.4.P,0.429,0.349,,12
SMN - Clinique de ValËre G.4 Tumeurs malignes du sein et des organes gEnitaux fEminins, , , , 
SMN - Clinique de ValËre G.4.1.F,,,,3
SMN - Clinique de ValËre G.4.2.F,,,,6
SMN - Clinique de ValËre G.4.3.F,,,,1
SMN - Clinique de ValËre G.4.4.M,,,,1
SMN - Clinique de ValËre G.4.5.F,,,,1
SMN - Clinique de ValËre G.4.6.M,,,,2
SMN - Clinique de ValËre G.5 Interventions sur le sein, , , , 
SMN - Clinique de ValËre G.5.1.F,,,,23
SMN - Clinique de ValËre G.5.2.F,,,,2
SMN - Clinique de ValËre G.5.3.P,,,,1
SMN - Clinique de ValËre G.6 Interventions sur le plancher pelvien chez la femme, , , , 
SMN - Clinique de ValËre G.6.1.F,,,,54
SMN - Clinique de ValËre G.6.2.F,,,,50
SMN - Clinique de ValËre G.6.3.F,,,,2
SMN - Clinique de ValËre G.6.4.F,,,,2
SMN - Clinique de ValËre H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
SMN - Clinique de ValËre H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
SMN - Clinique de ValËre H.1.5.M,,,,0
SMN - Clinique de ValËre H.1.5.P,,,,0
SMN - Clinique de ValËre H.1.6.P,,,,0
SMN - Clinique de ValËre H.1.7.M,,,,0
SMN - Clinique de ValËre H.1.8.M,,,,0
SMN - Clinique de ValËre H.1.9.P,,,,0
SMN - Clinique de ValËre H.1.10.M,,,,0
SMN - Clinique de ValËre H.2 Calculs rEnaux, , , , 
SMN - Clinique de ValËre H.2.1.F,,,,11
SMN - Clinique de ValËre H.2.2.P,,,,6
SMN - Clinique de ValËre H.3 OpErations de la vessie, , , , 
SMN - Clinique de ValËre H.3.1.F,,,,36
SMN - Clinique de ValËre H.3.2.F,,,,47
SMN - Clinique de ValËre H.3.3.F,,,,36
SMN - Clinique de ValËre H.3.4.P,0,0.162,,0
SMN - Clinique de ValËre H.3.5.M,,,,0
SMN - Clinique de ValËre H.3.6.M,,,,0
SMN - Clinique de ValËre H.4 REsection prostatique transurEtrale (TURP), , , , 
SMN - Clinique de ValËre H.4.2.P,,,,1
SMN - Clinique de ValËre H.4.3.M,0,0,0,111
SMN - Clinique de ValËre H.4.4.M,0,0.003,0,32
SMN - Clinique de ValËre H.5 Carcinome de la prostate, , , , 
SMN - Clinique de ValËre H.5.1.F,,,,31
SMN - Clinique de ValËre H.5.2.M,,,,5
"SMN - Clinique de ValËre I Maladies des os, des articulations et du tissu conjonctif", , , , 
"SMN - Clinique de ValËre I.1 Remplacement de l'articulation, endoprothËse", , , , 
SMN - Clinique de ValËre I.1.8.M,0,0,0,232
SMN - Clinique de ValËre I.1.9.M,,,,0
SMN - Clinique de ValËre I.1.10.M,,,,5
SMN - Clinique de ValËre I.1.11.P,,,,2
SMN - Clinique de ValËre I.1.12.M,,,,7
SMN - Clinique de ValËre I.1.13.M,,,,0
SMN - Clinique de ValËre I.1.14.M,,,,3
SMN - Clinique de ValËre I.1.15.M,0,0.001,0,251
SMN - Clinique de ValËre I.1.16.M,,,,4
SMN - Clinique de ValËre I.1.17.P,0,0.014,,0
SMN - Clinique de ValËre I.1.18.M,0,0.001,0,11
SMN - Clinique de ValËre I.1.19.M,,,,1
SMN - Clinique de ValËre I.1.20.M,,,,3
SMN - Clinique de ValËre I.1.21.M,,,,2
SMN - Clinique de ValËre I.1.22.M,,,,0
SMN - Clinique de ValËre I.2 Traitements/opErations de la colonne vertEbrale et de la moelle EpiniËre, , , , 
SMN - Clinique de ValËre I.2.3.F,,,,100
SMN - Clinique de ValËre I.2.4.F,,,,8
SMN - Clinique de ValËre I.2.5.M,,,,0
"SMN - Clinique de ValËre I.2.6.M Raidissement de la colonne vertEbrale ou remplacement de corps vertEbral en cas de traumatisme (rEparations complexes et OP de la moelle EpiniËre incluses), mortalitE",,,,0
SMN - Clinique de ValËre I.2.18.M,,,,0
SMN - Clinique de ValËre I.2.7.M,,,,0
SMN - Clinique de ValËre I.2.8.M,0,0,0,32
SMN - Clinique de ValËre I.2.9.M,,,,1
SMN - Clinique de ValËre I.2.10.M,,,,2
"SMN - Clinique de ValËre I.2.11.M Discectomie (sans tumeur, traumatisme, OP complexe de la colonne vertEbrale), mortalitE",0,0,,20
"SMN - Clinique de ValËre I.2.12.M DEcompression de la colonne vertEbrale sans autres interventions ‡ la colonne vertEbrale, mortalitE",0.031,0.001,31.3,32
SMN - Clinique de ValËre I.2.13.M,,,,0
SMN - Clinique de ValËre I.2.14.M,0,0.014,0,13
SMN - Clinique de ValËre I.2.15.P,0,0.007,,0
SMN - Clinique de ValËre I.2.16.F,,,,0
SMN - Clinique de ValËre I.2.17.F,,,,0
SMN - Clinique de ValËre I.3 Fractures mEtaphysaires de la hanche, , , , 
SMN - Clinique de ValËre I.3.1.M,,,,1
SMN - Clinique de ValËre I.3.2.M,,,,0
SMN - Clinique de ValËre I.3.3.M,,,,0
SMN - Clinique de ValËre I.3.4.M,,,,1
SMN - Clinique de ValËre I.3.5.M,,,,0
SMN - Clinique de ValËre I.3.6.M,,,,0
SMN - Clinique de ValËre I.3.7.M,,,,0
SMN - Clinique de ValËre I.3.8.M,,,,1
"SMN - Clinique de ValËre I.4 Tumeurs malignes des os, des articulations et du tissu conjonctif", , , , 
SMN - Clinique de ValËre I.4.1.F,,,,1
"SMN - Clinique de ValËre J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
SMN - Clinique de ValËre J.1 Respiration artificielle, , , , 
SMN - Clinique de ValËre J.1.1.M,,,,0
SMN - Clinique de ValËre J.1.4.M,,,,0
SMN - Clinique de ValËre J.1.5.M,,,,0
SMN - Clinique de ValËre J.1.6.M,,,,0
SMN - Clinique de ValËre J.1.2.S,,,,0
SMN - Clinique de ValËre J.1.3.P,,,,0
SMN - Clinique de ValËre J.2 SepticEmie, , , , 
SMN - Clinique de ValËre J.2.1.M,,,,0
SMN - Clinique de ValËre J.2.2.M,,,,0
SMN - Clinique de ValËre J.2.3.M,,,,0
SMN - Clinique de ValËre J.2.4.M,,,,2
SMN - Clinique de ValËre J.2.5.M,,,,2
SMN - Clinique de ValËre J.3 Insuffisance rEnale aux produits de contraste, , , , 
SMN - Clinique de ValËre J.3.1.P,0,0.072,,0
SMN - Clinique de ValËre K Affections de la peau, , , , 
SMN - Clinique de ValËre K.1 Affections de la peau, , , , 
SMN - Clinique de ValËre K.1.1.F,,,,0
SMN - Clinique de ValËre K.1.2.F,,,,0
SMN - Clinique de ValËre K.1.3.F,,,,0
SMN - Clinique de ValËre L MEdecine hautement spEcialisEe, , , , 
SMN - Clinique de ValËre L.1 Transplantations cardiaques, , , , 
SMN - Clinique de ValËre L.1.1.F,,,,0
SMN - Clinique de ValËre L.1.2.F,,,,0
SMN - Clinique de ValËre L.1.3.F,,,,0
SMN - Clinique de ValËre L.2 Transplantations pulmonaires, , , , 
SMN - Clinique de ValËre L.2.1.F,,,,0
SMN - Clinique de ValËre L.2.2.F,,,,0
SMN - Clinique de ValËre L.3 Transplantations hEpatiques, , , , 
SMN - Clinique de ValËre L.3.1.F,,,,0
SMN - Clinique de ValËre L.3.2.F,,,,0
SMN - Clinique de ValËre L.3.3.F,,,,0
SMN - Clinique de ValËre L.3.4.F,,,,0
SMN - Clinique de ValËre L.4 Transplantations du pancrEas, , , , 
SMN - Clinique de ValËre L.4.1.F,,,,0
SMN - Clinique de ValËre L.5 Transplantations rEnales, , , , 
SMN - Clinique de ValËre L.5.1.F,,,,0
SMN - Clinique de ValËre L.5.2.F,,,,0
SMN - Clinique de ValËre L.5.3.F,,,,0
SMN - Clinique de ValËre L.5.4.F,,,,0
SMN - Clinique de ValËre L.5.5.F,,,,0
SMN - Clinique de ValËre L.5.6.F,,,,0
SMN - Clinique de ValËre L.6 Transplantations/transfusions de cellules souches, , , , 
SMN - Clinique de ValËre L.6.1.F,,,,0
SMN - Clinique de ValËre L.6.2.F,,,,0
SMN - Clinique de ValËre L.6.3.F,,,,0
SMN - Clinique de ValËre L.6.4.F,,,,0
SMN - Clinique de ValËre L.6.5.F,,,,0
SMN - Clinique de ValËre L.6.8.F,,,,0
SMN - Clinique de ValËre L.7 ChimiothErapie hyperthermique, , , , 
SMN - Clinique de ValËre L.7.1.F ChimiothErapie intrapEritonEale hyperthermique [HIPEC],,,,0
SMN - Clinique de ValËre L.7.2.F ChimiothErapie hyperthermique intrathoracique [HITOC],,,,0
SMN - Clinique de ValËre Z Informations supplEmentaires, , , , 
SMN - Clinique de ValËre Z.1 DurEe de sEjour, , , , 
SMN - Clinique de ValËre A.1.12.X,,,,0
SMN - Clinique de ValËre B.1.15.X,,,,0
SMN - Clinique de ValËre E.1.1.X,2.4,,,84
SMN - Clinique de ValËre E.2.1.X,2.2,,,188
SMN - Clinique de ValËre F.1.5.X,,,,0
SMN - Clinique de ValËre G.3.1.X,2.8,,,60
SMN - Clinique de ValËre H.4.5.X,3.9,,,143
SMN - Clinique de ValËre I.1.23.X,5.5,,,232
SMN - Clinique de ValËre I.1.24.X,5.7,,,251
SMN - Clinique de ValËre Z.1.1.X,2,,,38
SMN - Clinique de ValËre Z.2 Transferts (pourcentage), , , , 
SMN - Clinique de ValËre A.1.1.V,,,,0
SMN - Clinique de ValËre A.2.1.V,,,,0
SMN - Clinique de ValËre A.3.2.V,,,,0
SMN - Clinique de ValËre A.3.4.V,,,,0
SMN - Clinique de ValËre A.7.7.V,,,,0
SMN - Clinique de ValËre A.7.11.V,,,,0
SMN - Clinique de ValËre A.7.12.V,,,,0
SMN - Clinique de ValËre B.1.1.V,,,,0
SMN - Clinique de ValËre B.1.7.V,,,,0
SMN - Clinique de ValËre D.1.8.V,,,,0
SMN - Clinique de ValËre D.2.1.V,,,,1
SMN - Clinique de ValËre E.4.1.V,,,,2
SMN - Clinique de ValËre F.2.13.V,,,,0
SMN - Clinique de ValËre F.3.1.V,,,,0
SMN - Clinique de ValËre I.1.8.V,,,,2
SMN - Clinique de ValËre J.1.1.V,,,,0
SMN - Clinique de ValËre J.2.1.V,,,,0
Institution Indikator,beobachtete Rate 2018,erwartete Rate 2018,SMR 2018,Fallzahl 2018
Herz-Neuro-Zentrum Bodensee AG A Erkrankungen des Herzens, , , , 
Herz-Neuro-Zentrum Bodensee AG A.1 Herzinfarkt, , , , 
Herz-Neuro-Zentrum Bodensee AG A.1.1.M,0.038,0.043,0.9,262
Herz-Neuro-Zentrum Bodensee AG A.1.2.M,,,,5
Herz-Neuro-Zentrum Bodensee AG A.1.3.M,0.01,0.017,0.6,96
Herz-Neuro-Zentrum Bodensee AG A.1.4.M,0.051,0.046,1.1,136
Herz-Neuro-Zentrum Bodensee AG A.1.5.M,0.08,0.127,0.6,25
Herz-Neuro-Zentrum Bodensee AG A.1.7.M,0.035,0.06,0.6,144
Herz-Neuro-Zentrum Bodensee AG A.1.8.M,0.043,0.028,1.5,115
Herz-Neuro-Zentrum Bodensee AG A.1.14.P,0.981,0.64,,257
Herz-Neuro-Zentrum Bodensee AG A.1.15.P,0.986,0.604,,145
Herz-Neuro-Zentrum Bodensee AG A.1.16.P,0.974,0.761,,112
Herz-Neuro-Zentrum Bodensee AG A.1.17.P,0.993,0.608,,146
Herz-Neuro-Zentrum Bodensee AG A.1.9.P,,,,1
Herz-Neuro-Zentrum Bodensee AG A.1.10.M,0.04,0.061,0.7,151
Herz-Neuro-Zentrum Bodensee AG A.1.10.P,0.576,0.406,,151
Herz-Neuro-Zentrum Bodensee AG A.1.11.M,0.036,0.028,1.3,110
Herz-Neuro-Zentrum Bodensee AG A.1.13.M,,,,1
Herz-Neuro-Zentrum Bodensee AG A.2 Herzinsuffizienz, , , , 
Herz-Neuro-Zentrum Bodensee AG A.2.1.M,0.026,0.061,0.4,39
Herz-Neuro-Zentrum Bodensee AG A.2.2.M,,,,0
Herz-Neuro-Zentrum Bodensee AG A.2.3.M,,,,8
Herz-Neuro-Zentrum Bodensee AG A.2.4.M,0.04,0.062,0.6,25
Herz-Neuro-Zentrum Bodensee AG A.2.5.M,,,,6
Herz-Neuro-Zentrum Bodensee AG A.2.6.P,0.703,0.563,,26
Herz-Neuro-Zentrum Bodensee AG A.3 Herzkatheter, , , , 
Herz-Neuro-Zentrum Bodensee AG A.3.1.F,,,,974
Herz-Neuro-Zentrum Bodensee AG A.3.2.M,0.03,0.025,1.2,234
Herz-Neuro-Zentrum Bodensee AG A.3.4.M,0.005,0.014,0.4,387
Herz-Neuro-Zentrum Bodensee AG A.3.7.M,0.003,0.011,0.2,376
Herz-Neuro-Zentrum Bodensee AG A.3.5.M,0,0.008,0,250
Herz-Neuro-Zentrum Bodensee AG A.3.5.P,0.392,0.451,,250
