institution;indicator;taux observE 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009
Klinik Seeschau AG;I.1.5.M H¸ft≠ oder Knie≠TEP mit Tumorendoprothese Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;I.2 Operationen an der Wirbels‰ule; ; ; ; ; ; ; ; 
Klinik Seeschau AG;I.2.1.F OP an der Wirbels‰ule insgesamt;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Klinik Seeschau AG;I.2.2.M Exzision von Bandscheibengewebe (ohne Unfall Tumor komplexe OP an Wirbels‰ule) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Klinik Seeschau AG;I.3 H¸ftgelenknahe Frakturen; ; ; ; ; ; ; ; 
Klinik Seeschau AG;I.3.1.M Schenkelhalsfraktur (Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Klinik Seeschau AG;I.3.2.M Schenkelhalsfraktur Alter 20-59 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;I.3.3.M Schenkelhalsfraktur Alter 60-69 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;I.3.4.M Schenkelhalsfraktur Alter 70-79 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Klinik Seeschau AG;I.3.5.M Schenkelhalsfraktur Alter 80-84 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Klinik Seeschau AG;I.3.6.M Schenkelhalsfraktur Alter 85-89 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;I.3.7.M Schenkelhalsfraktur Alter >89 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;I.3.8.M Pertrochant‰re Fraktur (Alter >19) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;J Komplexe heterogene Krankheitsbilder (Tracer f¸r Peer Review); ; ; ; ; ; ; ; 
Klinik Seeschau AG;J.1 Beatmung; ; ; ; ; ; ; ; 
Klinik Seeschau AG;J.1.1.M Beatmungsf‰lle >95 h (ohne Neugeborene) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Klinik Seeschau AG;J.2 Sepsis; ; ; ; ; ; ; ; 
Klinik Seeschau AG;J.2.1.M HD Sepsis Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Institution;Indikator;beobachtete Rate 2008;erwartete Rate 2008;SMR 2008;Fallzahl 2008;beobachtete Rate 2009;erwartete Rate 2009;SMR 2009;Fallzahl 2009
Ospidal d'Engiadina Bassa;A Erkrankungen des Herzens; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.1 Herzinfarkt; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.1.1.M HD Herzinfarkt (Alter >19) Mortalit‰t;0;0.045;0;11;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.2.M HD Herzinfarkt Alter 20-44 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.1.3.M HD Herzinfarkt Alter 45-64 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.4.M HD Herzinfarkt Alter 65-84 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.5.M HD Herzinfarkt Alter >84 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.6.P Anteil HD Herzinfarkt (Alter >19) mit LHK oder OP an Koronargef‰ssen;NaN;NaN;NaN;<10;0;0.522;NaN;0
Ospidal d'Engiadina Bassa;A.1.7.M HD Herzinfarkt (Alter >19) Direktaufnahmen nicht weiter verlegt Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.8.M HD Herzinfarkt (Alter >19) Zuverlegungen Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);0;0.071;NaN;0;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.10.M Transmuraler Herzinfarkt (Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.1.11.M Nichttransmuraler Infarkt/NSTEMI (Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.2.1.M HD Herzinsuffizienz (Alter >19) Mortalit‰t;0.143;0.077;1.9;14;0.045;0.099;0.5;22
Ospidal d'Engiadina Bassa;A.2.2.M HD Herzinsuffizienz Alter 20-44 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.2.3.M HD Herzinsuffizienz Alter 45-64 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.2.4.M HD Herzinsuffizienz Alter 65-84 Mortalit‰t;0.2;0.08;2.5;10;0.071;0.08;0.9;14
Ospidal d'Engiadina Bassa;A.2.5.M HD Herzinsuffizienz Alter >84 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;A.3 Linksherzkatheter (LHK); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.3.1.F F‰lle mit LHK mit Koronardiagnostik/≠intervention insgesamt;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.3.2.M F‰lle mit LHK bei Herzinfarkt (Alter >19) ohne OP am Herzen Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.3.4.M F‰lle mit LHK ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.3.5.P Anteil therapeutische Katheter ohne Herzinfarkt ohne komplizierende Diagnose (Alter >19);0;0.382;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.3.6.F F‰lle mit LHK bei Kindern und Jugendlichen (Alter <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.4 Herzrhythmusstˆrungen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.4.1.F HD Herzrhythmusstˆrungen;NaN;NaN;NaN;12;NaN;NaN;NaN;14
Ospidal d'Engiadina Bassa;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel inkl. Defibrillatoren);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.5.2.F Implantation oder Wechsel eines Defibrillators;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.6 Ablative Therapie; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.6.1.F Kathetergest¸tzte ablative Therapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.6.2.F Chirurgisch ablative Therapie;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7 Operationen am Herzen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;A.7.1.F OP am Herzen insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.2.F OP an Herzklappen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.3.F OP an Koronargef‰ssen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.4.F Andere OP am Herzen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.5.F Kombinierte OP am Herzen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.6.F OP am Herzen bei Kindern und Jugendlichen  (Alter <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.11.M OP nur an Koronargef‰ssen bei Herzinfarkt (Alter >19) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.12.M OP nur an Koronargef‰ssen ohne Herzinfarkt (Alter >19) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.13.M OP nur an Koronargef‰ssen ohne Herzinfarkt Alter 20-49 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.14.M OP nur an Koronargef‰ssen ohne Herzinfarkt Alter 50-59 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.15.M OP nur an Koronargef‰ssen ohne Herzinfarkt Alter 60-69 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.16.M OP nur an Koronargef‰ssen ohne Herzinfarkt Alter 70-79 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.17.M OP nur an Koronargef‰ssen ohne Herzinfarkt Alter >79 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;A.7.18.P Anteil Beatmungsf‰lle >95 h bei OP nur an Koronargef‰ssen ohne Herzinfarkt (Alter >19);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;B.1 Schlaganfall; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;B.1.1.M HD Schlaganfall alle Formen (Alter >19) Mortalit‰t;0;0.109;0;12;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.1.2.M HD Schlaganfall alle Formen Alter 20-44 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;B.1.3.M HD Schlaganfall alle Formen Alter 45-64 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;B.1.4.M HD Schlaganfall alle Formen Alter 65-84 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.1.5.M HD Schlaganfall alle Formen Alter >84 Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.1.6.P Anteil Schlaganf‰lle mit Stroke Unit Behandlung (Alter >19);...;...;NaN;...;0;0.079;NaN;0
Ospidal d'Engiadina Bassa;B.1.7.M Hirninfarkt (ICD≠10 I63 Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.1.8.M Hirninfarkt (ICD≠10 I63 Alter >19) Direktaufnahmen Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.1.9.P Anteil Hirninfarkt (ICD≠10 I63 Alter >19) mit systemischer Thrombolyse;0;0.078;NaN;0;0;0.076;NaN;0
Ospidal d'Engiadina Bassa;B.1.9.M Hirninfarkt (ICD≠10 I63 Alter >19) mit systemischer Thrombolyse Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;B.1.10.M Intrazerebrale Blutung (ICD≠10 I61 Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;B.1.11.M Subarachnoidalblutung (ICD≠10 I60 Alter >19) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD≠10 I64 Alter >19);NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.1.12.M Schlaganfall n.n.bez. (ICD≠10 I64 Alter >19) Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.2 Transitorisch isch‰mische Attacke (TIA); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;B.2.1.M TIA Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;B.2.2.P Anteil TIA mit Stroke Unit Behandlung;...;...;NaN;...;0;0.005;NaN;0
Ospidal d'Engiadina Bassa;C Geriatrische Fr¸hrehablitation; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;C.1 Geriatrische Fr¸hrehabilitation; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;C.1.1.F Geriatrische Fr¸hrehabilitation;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;D Erkrankungen der Lunge; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;D.1 Lungenentz¸ndung (Pneumonie); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;D.1.1.M HD Pneumonie Mortalit‰t;0;0.05;0;22;0.095;0.078;1.2;42
Ospidal d'Engiadina Bassa;D.1.2.M HD Pneumonie Alter <20 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.1.3.M HD Pneumonie Alter 20-44 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.1.4.M HD Pneumonie Alter 45-64 Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.1.5.M HD Pneumonie Alter 65-84 Mortalit‰t;0;0.073;0;10;0.087;0.065;1.3;23
Ospidal d'Engiadina Bassa;D.1.6.M HD Pneumonie Alter >84 Mortalit‰t;NaN;NaN;NaN;<10;0.182;0.143;1.3;11
Ospidal d'Engiadina Bassa;D.1.7.M HD Pneumonie Alter 1-19 ohne Tumor oder Mukoviszidose Direktaufnahmen Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.1.8.M HD Pneumonie Alter >19 ohne Tumor oder Mukoviszidose Direktaufnahmen Mortalit‰t;0;0.043;0;19;0.103;0.069;1.5;39
Ospidal d'Engiadina Bassa;D.2 Chronisch obstruktive Lungenkrankheit (COPD); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;D.2.1.M COPD (Alter >19) Mortalit‰t;0;0.043;0;12;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.2.2.M COPD (Alter >19) mit FEV1 <35% Mortalit‰t;...;...;...;...;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.2.3.M COPD (Alter >19) mit FEV1 35-49% Mortalit‰t;...;...;...;...;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.2.4.M COPD (Alter >19) mit FEV1 50-69% Mortalit‰t;...;...;...;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;D.2.5.M COPD (Alter >19) mit FEV1 >69% Mortalit‰t;...;...;...;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;D.2.6.P Anteil COPD (Alter >19) mit FEV1 n.n.bez.;...;...;NaN;...;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.2.6.M COPD (Alter >19) mit FEV1 n.n.bez. Mortalit‰t;...;...;...;...;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.3 Lungenkrebs; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;D.3.1.F Station‰re Behandlungen bei Lungenkrebs;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;D.4 Operationen an der Lunge; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;D.4.1.M Grˆssere Resektionen von Lunge oder Bronchien insgesamt Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;D.4.2.P Anteil Pneumonektomien bei Bronchialkarzinom;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;D.4.2.M Pneumonektomie bei Bronchialkarzinom Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;D.4.3.M Teilresektion der Lunge bei Bronchialkarzinom Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.1 Entfernung der Gallenblase (Cholezystektomie); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.1.1.M Cholezystektomie bei Gallensteinen und Cholezystitis ohne Tumor Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;E.1.2.P Anteil laparoskopische OP bei Cholezystektomie bei Gallensteinen und Cholezystitis ohne Tumor;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;E.2 Hernienoperationen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.2.1.M Herniotomie ohne OP am Darm Mortalit‰t;0;0.002;0;22;0;0.002;0;17
Ospidal d'Engiadina Bassa;E.2.2.M Herniotomie mit OP am Darm Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.3 Eingriffe an der Schilddr¸se; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.3.1.F Resektion der Schilddr¸se;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.3.2.P Anteil Beatmungsf‰lle >95 h bei Resektion der Schilddr¸se;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.3.3.F Radiojodtherapie;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.4.1.M Kolorektale Resektionen insgesamt Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;E.4.2.M Kolonresektionen bei kolorektalem Karzinom ohne komplizierende Diagnose Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;E.4.3.M Kolonresektionen bei kolorektalem Karzinom mit komplizierender Diagnose Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.4.4.M Rektumresektionen bei kolorektalem Karzinom Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.4.5.M Kolorektale Resektionen bei Divertikel ohne Abszess/Perforation Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.4.6.M Kolorektale Resektionen bei Divertikel mit Abszess/Perforation Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;E.4.7.M Kolorektale Resektionen bei Darmisch‰mie Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;E.4.8.F Kolorektale Resektionen bei anderer Diagnose;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.5 Operationen am Magen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.5.1.F Magenresektionen insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.5.2.M Magenresektionen (ohne ÷sophaguseingriff) bei Magenkarzinom Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.5.3.M Magenresektionen mit komplexem Eingriff am ÷sophagus Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.6 Operationen am ÷sophagus; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.6.1.M Komplexe Eingriffe am ÷sophagus Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;E.7 Operationen am Pankreas; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;E.7.1.M Pankreasresektionen insgesamt (ohne Transplantation Alter >19) Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F Operationen an Gef‰ssen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;F.1 Extrakranielle Gef‰ssoperationen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;F.1.1.M Extrakranielle Gef‰ss≠OP Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.1.2.M Perkutane Stentimplantation in extrakranielle Gef‰sse Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.1.3.F Weitere extrakranielle Gef‰ss≠OP bei OP an Herz oder Aorta;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma); ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;F.2.1.F OP an der Aorta insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.2.2.M Offene abdominale OP bei Aortenaneurysma nicht rupturiert Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.2.3.M Endovaskul‰re abdominale OP bei Aortenaneurysma nicht rupturiert Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.2.4.F OP bei thorakalem oder thorakoabdominalem Aneurysma (ohne Aortenklappe);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.2.5.M Aortenaneurysma rupturiert Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;F.3 Operationen an Becken≠/Beinarterien; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;F.3.1.F OP an Becken≠/Beinarterien insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.2.M OP an Becken≠/Beinarterien bei Claudicatio Mortalit‰t;...;...;...;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.3.M OP an Becken≠/Beinarterien bei Ruheschmerz Mortalit‰t;...;...;...;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.4.M OP an Becken≠/Beinarterien bei Ulzeration oder Gangr‰n Mortalit‰t;...;...;...;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.5.M OP an Becken≠/Beinarterien bei arterieller Embolie/Thrombose Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.6.M OP an Becken≠/Beinarterien bei Komplikationen durch Prothesen/Implantate Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.7.M OP an Becken≠/Beinarterien bei Aneurysma/Dissektion Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.8.F OP an Becken≠/Beinarterien kombiniert mit Aorten≠OP;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.3.9.F OP an Becken≠/Beinarterien bei anderen komplexen Diagnosen;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;F.4 Amputationen; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;F.4.1.M Amputation im Fussbereich kein Trauma Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;F.4.2.M Amputation untere Extremit‰t kein Trauma Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G Geburtshilfe und Frauenheilkunde; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;G.1 Geburten; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;G.1.1.F Station‰re Geburten;NaN;NaN;NaN;52;NaN;NaN;NaN;49
Ospidal d'Engiadina Bassa;G.1.1.P Anteil Todesfall der Mutter bei station‰ren Geburten;0;0;NaN;0;0;0;NaN;0
Ospidal d'Engiadina Bassa;G.1.2.P Anteil vaginale Geburten mit Dammriss 3. und 4. Grades;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;G.1.3.P Anteil vaginale Geburten mit Episiotomie;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Ospidal d'Engiadina Bassa;G.1.4.P Anteil Kaiserschnitt (Sectio);NaN;NaN;NaN;<10;0.204;0.325;NaN;10
Ospidal d'Engiadina Bassa;G.2 Neugeborene; ; ; ; ; ; ; ; 
Ospidal d'Engiadina Bassa;G.2.1.F Neugeborene <1250 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.2.F Neugeborene <1250 g Zuverlegungen;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.3.F Neugeborene <500 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.4.F Neugeborene 500-749 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.5.F Neugeborene 750-999 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.6.F Neugeborene 1000-1249 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.7.F Neugeborene 1250-1499 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
Ospidal d'Engiadina Bassa;G.2.8.F Neugeborene 1500-2499 g;NaN;NaN;NaN;...;NaN;NaN;NaN;<10
